filename,peak KAM1 Actual,peak KAM1 Predict,peak KAM2 Actual,peak KAM2 Predict
R_ab9fe588-79f1-4945-af95-4f80b6f7301e_model.csv,1.2934983,1.192729,0.9906867,0.7607402
R_acd5bb57-da49-46b5-980f-0553b1727486_model.csv,2.6644328,2.9281368,2.015271,2.6135345
R_b4ec92ba-22d7-4d9a-986e-018fc48e0e1a_model.csv,4.643804,4.996865,3.9266653,3.9664671
R_b555681f-8f70-4dd8-b38f-961b48da3d46_model.csv,2.6661148,2.475823,3.0628698,3.06889
R_b627faff-b85c-44fa-9d52-90dba8a81977_model.csv,2.7801042,2.1624935,2.6333601,2.4296212
R_b6f8de83-0fc9-4e06-8045-c5f47a3f43d0_model.csv,3.7768602,3.2944603,2.233443,2.494627
R_b845862e-40b3-4608-a8e2-6e7291485eb6_model.csv,6.6655464,7.5242414,6.0398445,6.525892
R_b9094a95-123b-4edd-8ad0-e5d4dbad0f2c_model.csv,3.9953876,3.3826501,3.2161279,3.5508785
R_b9608f1f-cec7-4e01-9bd1-bec61fc316c8_model.csv,6.421637,4.9283767,4.802346,3.503832
R_bf0589a5-edb0-4464-925e-6115ae6d7b1a_model.csv,2.6968124,1.9363203,1.2020465,0.3843234
R_c2adadd8-1535-462a-ac18-f94fae43a90e_model.csv,7.5159607,6.8900704,7.3310328,7.8297215
R_c2edef00-7213-41e4-b10d-f91c8d143a48_model.csv,5.0331793,5.0272145,4.10823,4.020885
R_c3825ce2-c6ca-448a-8593-ea91f36d83dc_model.csv,4.9068527,3.6247444,4.4697857,3.4611964
R_c5f42b9b-b27d-4c21-aa64-c937467fd632_model.csv,3.8517487,3.1767654,3.5655715,3.565065
R_c641a1d1-e0ee-4171-aaed-687e51ea19aa_model.csv,4.761068,4.898974,6.122032,5.8145447
R_c778064b-12fa-4a36-a880-c5e79382686e_model.csv,6.6512294,5.253053,5.3492527,4.550695
R_c7c56a7e-3b60-486b-95d4-8c584dafc975_model.csv,3.1837265,2.722146,3.5440853,2.9228878
R_cb608a4d-1ea6-4b64-b39f-1a7d2648a5ed_model.csv,4.189815,3.848064,3.8031662,2.964856
R_cc9eab0d-e400-40a3-a393-64b4206571d5_model.csv,3.3035495,3.345398,3.1839638,3.783533
R_d1f5100d-c1d6-4552-bc2c-ae1ba67e2106_model.csv,7.386139,7.0757856,7.4037642,6.8379374
R_d3f68c7c-d8ba-41fb-b9d6-dabc050f39f1_model.csv,2.3882637,2.626001,2.0881996,2.6823947
R_d474b40e-9bf7-4102-939f-07d737735be8_model.csv,1.4513775,1.3829107,1.1780424,0.97433823
R_d532bdd9-8b96-4a78-bfdf-bd2918aea41b_model.csv,1.6415529,1.7276897,2.5213044,2.2536871
R_d743b7d0-5297-4637-adfe-d14a7d9ca685_model.csv,4.054719,3.6762307,4.6535864,4.5583134
R_db28e7a6-dc2f-43e7-a44e-fbd1e8faf1b3_model.csv,1.9956952,1.761308,2.3513646,2.549326
R_dd9fcac6-47b6-456a-a6f0-1c41993e640b_model.csv,4.1983967,4.343466,4.264674,4.9682226
R_e0239759-4ac5-4dae-8bdb-28e62fd820d6_model.csv,2.282827,3.791674,0.9887003,2.8382401
R_e2ce4030-03e4-40af-b7ab-85806d27c085_model.csv,3.5202827,4.2545385,2.9489121,4.1335125
R_e34a7920-687d-432e-a220-a1ee135cc08e_model.csv,1.6005595,2.6703014,1.3072978,0.5592499
R_e3593e60-c0e5-43ce-a418-6e703e241a36_model.csv,2.5254457,2.7241068,2.7297835,2.1820114
R_e599c7d8-26fe-4fc6-b88a-ececa8665d39_model.csv,5.2636857,3.053515,5.8777046,4.0683103
R_e62d37b7-152a-4538-98dd-47dc9a6f20cc_model.csv,2.787092,3.1611118,2.0027566,2.0566373
R_e63a7d92-8b81-42af-8384-7587f4b5076e_model.csv,2.7510068,2.9503756,2.1524487,2.3656888
R_e80351f1-79b8-41f5-b96c-3aeee3ac38e6_model.csv,5.1058064,5.5889697,4.159221,3.7202365
R_e933cea4-4100-45bf-aa91-e0a63740dd9c_model.csv,2.649362,2.271667,2.1062481,1.9437342
R_eb1d6a53-46ad-455e-b9c2-c343c03d29cc_model.csv,6.496065,5.4851704,4.0016317,3.8352234
R_eb9d62e3-6fd0-47ae-adbd-75f33a237a32_model.csv,5.78754,5.860704,6.5218296,6.810114
R_ecabad50-5175-400f-88fc-259d0788a78d_model.csv,3.218658,3.9290857,1.5376378,1.9807756
R_eff7c484-17bb-4d80-8cf9-53dc35593c51_model.csv,4.871505,4.805048,4.3234987,4.4409337
R_f49aff35-532f-46e2-9531-08bf80bb80cb_model.csv,4.0262265,5.30468,5.134118,5.2958813
R_f7993e5f-d4ba-48dc-8d67-a12ac160cf68_model.csv,2.6886435,3.095006,3.1325078,3.1024914
R_f8cdc2eb-dfab-4f1d-bade-7a4fb316466a_model.csv,6.291876,4.9515095,4.9699574,3.2409968
R_fb110342-da12-4c44-b728-3df7098cbc3a_model.csv,4.736193,5.0860205,3.6938508,4.467844
R_fb1ce174-af2b-4f6e-9dec-f78f2a43177c_model.csv,3.037647,4.2012286,3.3070784,3.8087354
R_fd566b74-cbcf-4c38-b494-e3bc382787a0_model.csv,3.6221733,3.5258985,2.5629761,1.9082007
R_fdd89b1b-6054-467b-be26-0ba1327ae282_model.csv,7.0595226,8.075462,5.278843,5.873034
R_fdf9d320-b1e2-44a8-84d8-b855488c0823_model.csv,1.7878717,1.9712572,1.4661012,1.3125346
R_ff0503de-1ab0-4d6a-9d7d-21331bc09fc3_model.csv,2.8376179,3.2520711,2.6750367,2.3206666
