filename,frame,actual_kam,predicted_kam
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,33,1.6950259,1.3855526
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,34,1.6888652,1.3484275
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,35,1.6499877,1.3049924
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,36,1.5781581,1.2667854
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,37,1.4994916,1.2272813
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,38,1.442072,1.2054696
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,39,1.4188217,1.1931844
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,40,1.4234046,1.1798699
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,41,1.44094,1.1746721
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,42,1.4673208,1.1892481
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,43,1.5093187,1.2214698
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,44,1.5652157,1.2557621
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,45,1.6211326,1.2785511
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,46,1.6637166,1.2913103
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,47,1.6867865,1.2981455
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,48,1.6931427,1.3155327
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,49,1.6928521,1.3677499
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,50,1.6929222,1.4226968
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,51,1.6959625,1.4395359
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,52,1.7058146,1.4373679
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,53,1.7268361,1.4289494
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,54,1.7565726,1.4051111
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,55,1.7805443,1.2915859
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,56,1.7789766,1.2417221
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,57,1.739458,1.1414137
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,58,1.6573105,1.021352
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,59,1.5336959,0.9413784
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,60,1.3754565,0.7685335
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,61,1.1826769,0.52585834
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,62,0.94203943,0.24958144
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,63,0.6468272,0.060178474
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,64,0.3205241,-0.1060248
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,65,0.026134443,-0.3713845
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,66,-0.15067893,-0.5295769
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,67,-0.17261449,-0.5612696
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,68,-0.11156557,-0.49090862
L_04e9929e-18dd-4f25-bdff-25a48efbb1ef_model.csv,69,-0.09509248,-0.4675119
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,0,-0.0741636,-0.5638223
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,1,-0.24831237,-0.59519035
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,2,-0.39063543,-0.6375013
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,3,-0.42001104,-0.6762817
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,4,-0.33233616,-0.67611414
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,5,-0.1596214,-0.5082662
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,6,0.047721554,-0.29953194
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,7,0.21586809,-0.04891026
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,8,0.3086346,0.1404538
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,9,0.36689022,0.2637961
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,10,0.44513422,0.33044606
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,11,0.54828835,0.3838814
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,12,0.64833015,0.42384824
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,13,0.72840136,0.44605553
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,14,0.79136026,0.48056334
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,15,0.8456956,0.4716503
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,16,0.8944653,0.47056335
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,17,0.93454677,0.5069049
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,18,0.9607518,0.5238118
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,19,0.9705402,0.52650404
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,20,0.96389055,0.53692055
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,21,0.94352627,0.57558733
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,22,0.91787136,0.59572154
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,23,0.89583516,0.5984135
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,24,0.8784856,0.59464663
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,25,0.8592107,0.61295784
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,26,0.83403575,0.6093779
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,27,0.8022975,0.6078678
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,28,0.76426,0.5926622
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,29,0.7226038,0.5614588
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,30,0.6827273,0.5378079
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,31,0.6501476,0.51222986
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,32,0.62780946,0.49031836
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,33,0.6162251,0.4523277
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,34,0.613836,0.4162684
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,35,0.6198223,0.39349174
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,36,0.6337904,0.3854202
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,37,0.6529035,0.3962314
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,38,0.6742332,0.414429
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,39,0.6969489,0.42343348
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,40,0.72078633,0.4369792
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,41,0.7437717,0.44832164
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,42,0.76455665,0.45834693
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,43,0.7813938,0.4681337
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,44,0.7919319,0.49379328
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,45,0.7958473,0.56530154
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,46,0.7987164,0.64551246
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,47,0.8117893,0.6551227
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,48,0.8415484,0.61648345
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,49,0.8849735,0.5450843
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,50,0.9291429,0.5033029
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,51,0.95546657,0.4629139
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,52,0.94635767,0.42050105
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,53,0.88813925,0.29905507
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,54,0.77199906,0.122734785
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,55,0.60242957,0.041018933
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,56,0.40080464,-0.103823274
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,57,0.19890736,-0.28107995
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,58,0.023821112,-0.3710869
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,59,-0.11240383,-0.41866523
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,60,-0.2067802,-0.36842388
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,61,-0.2642263,-0.43307304
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,62,-0.30897546,-0.46520823
L_09ed5a7a-d928-41e3-8c63-16550a28380a_model.csv,63,-0.36809072,-0.446509
L_0a9fa79f-f8af-481b-acab-1f72b694c968_model.csv,0,0.3685987,-0.08889228
L_0a9fa79f-f8af-481b-acab-1f72b694c968_model.csv,1,0.45216402,-0.11422032
L_0a9fa79f-f8af-481b-acab-1f72b694c968_model.csv,2,0.41367766,-0.14554319
L_0a9fa79f-f8af-481b-acab-1f72b694c968_model.csv,3,0.03699374,-0.25873893
L_0a9fa79f-f8af-481b-acab-1f72b694c968_model.csv,4,-0.55513704,-0.5245532
L_0a9fa79f-f8af-481b-acab-1f72b694c968_model.csv,5,-0.6908842,-0.8548035
L_0a9fa79f-f8af-481b-acab-1f72b694c968_model.csv,6,-0.016811905,-0.68397796
L_0a9fa79f-f8af-481b-acab-1f72b694c968_model.csv,7,1.0253601,-0.17585865
L_0a9fa79f-f8af-481b-acab-1f72b694c968_model.csv,8,2.0195549,1.27088
L_0a9fa79f-f8af-481b-acab-1f72b694c968_model.csv,9,2.9374702,2.0440333
L_0a9fa79f-f8af-481b-acab-1f72b694c968_model.csv,10,3.6913161,2.4001577
L_0a9fa79f-f8af-481b-acab-1f72b694c968_model.csv,11,4.049377,2.6543646
L_0a9fa79f-f8af-481b-acab-1f72b694c968_model.csv,12,4.098321,2.8293104
L_0a9fa79f-f8af-481b-acab-1f72b694c968_model.csv,13,4.1145005,2.7921438
L_0a9fa79f-f8af-481b-acab-1f72b694c968_model.csv,14,4.0995646,2.7783105
L_0a9fa79f-f8af-481b-acab-1f72b694c968_model.csv,15,3.9502532,2.6706443
L_0a9fa79f-f8af-481b-acab-1f72b694c968_model.csv,16,3.7024436,2.6598883
L_0a9fa79f-f8af-481b-acab-1f72b694c968_model.csv,17,3.4793546,2.7001805
L_0a9fa79f-f8af-481b-acab-1f72b694c968_model.csv,18,3.3513107,2.5630345
L_0a9fa79f-f8af-481b-acab-1f72b694c968_model.csv,19,3.2865639,2.385512
L_0a9fa79f-f8af-481b-acab-1f72b694c968_model.csv,20,3.225363,2.2802298
L_0a9fa79f-f8af-481b-acab-1f72b694c968_model.csv,21,3.1391857,2.3263097
L_0a9fa79f-f8af-481b-acab-1f72b694c968_model.csv,22,3.0388324,2.458056
L_0a9fa79f-f8af-481b-acab-1f72b694c968_model.csv,23,2.9458692,2.4308379
L_0a9fa79f-f8af-481b-acab-1f72b694c968_model.csv,24,2.843164,2.3148952
L_0a9fa79f-f8af-481b-acab-1f72b694c968_model.csv,25,2.6834645,2.1452956
L_0a9fa79f-f8af-481b-acab-1f72b694c968_model.csv,26,2.4410052,1.9752235
L_0a9fa79f-f8af-481b-acab-1f72b694c968_model.csv,27,2.1442091,1.8621802
L_0a9fa79f-f8af-481b-acab-1f72b694c968_model.csv,28,1.858022,1.8096945
L_0a9fa79f-f8af-481b-acab-1f72b694c968_model.csv,29,1.6396439,1.7254918
L_0a9fa79f-f8af-481b-acab-1f72b694c968_model.csv,30,1.5152167,1.6023915
L_0a9fa79f-f8af-481b-acab-1f72b694c968_model.csv,31,1.4627273,1.516391
